coin,Brain,human_readable_time,timeframe,win_rate_percentage_per_day,number_of_trades_per_day,average_percentage_per_trade,cumulative_percentage_per_day,win_rate_percentage_per_year_or_two_or_three
XMR,bbrsi,2019-03-31 01:00:00,5m,,0,0.00,0.00,
XMR,bbrsi,2019-04-01 02:00:00,5m,,1,0.64,0.64,
XMR,bbrsi,2019-04-02 02:00:00,5m,,2,0.47,0.93,
XMR,bbrsi,2019-04-03 02:00:00,5m,,4,2.85,11.41,
XMR,bbrsi,2019-04-04 02:00:00,5m,50.0,2,-1.60,-3.19,
XMR,bbrsi,2019-04-05 02:00:00,5m,,3,0.45,1.35,
XMR,bbrsi,2019-04-06 02:00:00,5m,50.0,2,-0.29,-0.58,
XMR,bbrsi,2019-04-07 02:00:00,5m,,3,0.20,0.60,
XMR,bbrsi,2019-04-08 02:00:00,5m,50.0,2,-1.56,-3.11,
XMR,bbrsi,2019-04-09 02:00:00,5m,50.0,2,-0.37,-0.74,
XMR,bbrsi,2019-04-10 02:00:00,5m,,2,0.22,0.43,
XMR,bbrsi,2019-04-11 02:00:00,5m,,2,1.55,3.11,
XMR,bbrsi,2019-04-12 02:00:00,5m,,4,1.09,4.36,
XMR,bbrsi,2019-04-13 02:00:00,5m,66.7,3,-0.92,-2.77,
XMR,bbrsi,2019-04-14 02:00:00,5m,,3,0.18,0.55,
XMR,bbrsi,2019-04-15 02:00:00,5m,,2,0.11,0.22,
XMR,bbrsi,2019-04-16 02:00:00,5m,,2,0.63,1.26,
XMR,bbrsi,2019-04-17 02:00:00,5m,75.0,4,-0.02,-0.09,
XMR,bbrsi,2019-04-18 02:00:00,5m,,1,0.24,0.24,
XMR,bbrsi,2019-04-19 02:00:00,5m,,5,0.13,0.64,
XMR,bbrsi,2019-04-20 02:00:00,5m,,2,0.31,0.62,
XMR,bbrsi,2019-04-21 02:00:00,5m,50.0,2,-1.64,-3.28,
XMR,bbrsi,2019-04-22 02:00:00,5m,,2,0.14,0.29,
XMR,bbrsi,2019-04-23 02:00:00,5m,,2,0.45,0.90,
XMR,bbrsi,2019-04-24 02:00:00,5m,,3,0.71,2.14,
XMR,bbrsi,2019-04-25 02:00:00,5m,,1,0.49,0.49,
XMR,bbrsi,2019-04-26 02:00:00,5m,66.7,3,0.07,0.21,
XMR,bbrsi,2019-04-27 02:00:00,5m,,2,0.24,0.48,
XMR,bbrsi,2019-04-28 02:00:00,5m,,1,-1.88,-1.88,
XMR,bbrsi,2019-04-29 02:00:00,5m,,1,0.03,0.03,
XMR,bbrsi,2019-04-30 02:00:00,5m,,2,0.48,0.96,
XMR,bbrsi,2019-05-01 02:00:00,5m,,4,0.46,1.82,
XMR,bbrsi,2019-05-02 02:00:00,5m,50.0,2,-0.32,-0.64,
XMR,bbrsi,2019-05-03 02:00:00,5m,66.7,3,-0.12,-0.36,
XMR,bbrsi,2019-05-04 02:00:00,5m,,1,-3.69,-3.69,
XMR,bbrsi,2019-05-05 02:00:00,5m,75.0,4,-0.01,-0.05,
XMR,bbrsi,2019-05-06 02:00:00,5m,50.0,2,0.01,0.03,
XMR,bbrsi,2019-05-07 02:00:00,5m,50.0,2,-1.61,-3.22,
XMR,bbrsi,2019-05-08 02:00:00,5m,,0,0.00,0.00,
XMR,bbrsi,2019-05-09 02:00:00,5m,,2,-2.08,-4.17,
XMR,bbrsi,2019-05-10 02:00:00,5m,,2,0.60,1.20,
XMR,bbrsi,2019-05-11 02:00:00,5m,,2,0.98,1.96,
XMR,bbrsi,2019-05-12 02:00:00,5m,60.0,5,-0.48,-2.40,
XMR,bbrsi,2019-05-13 02:00:00,5m,,3,0.85,2.54,
XMR,bbrsi,2019-05-14 02:00:00,5m,,4,1.32,5.27,
XMR,bbrsi,2019-05-15 02:00:00,5m,50.0,2,-1.75,-3.51,
XMR,bbrsi,2019-05-16 12:00:00,5m,57.1,7,-0.12,-0.82,
XMR,bbrsi,2019-05-17 12:00:00,5m,66.7,6,0.26,1.55,
XMR,bbrsi,2019-05-18 12:00:00,5m,,2,0.42,0.84,
XMR,bbrsi,2019-05-19 12:00:00,5m,75.0,4,0.20,0.80,
XMR,bbrsi,2019-05-20 12:00:00,5m,66.7,3,0.44,1.31,
XMR,bbrsi,2019-05-21 12:00:00,5m,66.7,3,0.17,0.52,
XMR,bbrsi,2019-05-22 12:00:00,5m,25.0,4,-1.77,-7.07,
XMR,bbrsi,2019-05-23 12:00:00,5m,75.0,4,0.32,1.27,
XMR,bbrsi,2019-05-24 12:00:00,5m,,4,0.32,1.27,
XMR,bbrsi,2019-05-25 12:00:00,5m,,2,0.16,0.32,
XMR,bbrsi,2019-05-26 12:00:00,5m,,3,0.52,1.57,
XMR,bbrsi,2019-05-27 12:00:00,5m,50.0,2,-0.00,-0.00,
XMR,bbrsi,2019-05-28 12:00:00,5m,75.0,4,-0.22,-0.87,
XMR,bbrsi,2019-05-29 12:00:00,5m,83.3,6,0.31,1.89,
XMR,bbrsi,2019-05-30 12:00:00,5m,75.0,4,-0.61,-2.45,
XMR,bbrsi,2019-05-31 12:00:00,5m,,4,0.67,2.69,
XMR,bbrsi,2019-06-01 12:00:00,5m,,5,0.54,2.70,
XMR,bbrsi,2019-06-02 12:00:00,5m,66.7,3,-0.99,-2.98,
XMR,bbrsi,2019-06-03 12:00:00,5m,75.0,4,-0.64,-2.58,
XMR,bbrsi,2019-06-04 12:00:00,5m,66.7,3,-0.84,-2.53,
XMR,bbrsi,2019-06-05 12:00:00,5m,,3,0.60,1.79,
XMR,bbrsi,2019-06-06 12:00:00,5m,,4,0.46,1.85,
XMR,bbrsi,2019-06-07 12:00:00,5m,66.7,3,-0.00,-0.01,
XMR,bbrsi,2019-06-08 13:00:00,5m,50.0,2,-0.63,-1.26,
XMR,bbrsi,2019-06-09 13:00:00,5m,75.0,4,-0.04,-0.16,
XMR,bbrsi,2019-06-10 13:00:00,5m,50.0,2,-0.21,-0.42,
XMR,bbrsi,2019-06-11 13:00:00,5m,66.7,3,0.12,0.35,
XMR,bbrsi,2019-06-12 13:00:00,5m,,3,0.27,0.81,
XMR,bbrsi,2019-06-13 13:00:00,5m,50.0,2,-0.48,-0.96,
XMR,bbrsi,2019-06-14 13:00:00,5m,,1,0.08,0.08,
XMR,bbrsi,2019-06-15 13:00:00,5m,,2,0.22,0.44,
XMR,bbrsi,2019-06-16 13:00:00,5m,,2,0.30,0.59,
XMR,bbrsi,2019-06-17 13:00:00,5m,50.0,2,-0.42,-0.84,
XMR,bbrsi,2019-06-18 13:00:00,5m,,2,0.58,1.15,
XMR,bbrsi,2019-06-19 13:00:00,5m,,3,0.35,1.06,
XMR,bbrsi,2019-06-20 13:00:00,5m,,1,0.73,0.73,
XMR,bbrsi,2019-06-21 13:00:00,5m,,2,0.30,0.60,
XMR,bbrsi,2019-06-22 13:00:00,5m,80.0,5,0.22,1.09,
XMR,bbrsi,2019-06-23 13:00:00,5m,,2,0.58,1.16,
XMR,bbrsi,2019-06-24 13:00:00,5m,50.0,2,-0.76,-1.52,
XMR,bbrsi,2019-06-25 13:00:00,5m,25.0,4,-2.51,-10.03,
XMR,bbrsi,2019-06-26 13:00:00,5m,33.3,6,-1.81,-10.87,
XMR,bbrsi,2019-06-27 13:00:00,5m,,2,2.65,5.30,
XMR,bbrsi,2019-06-28 13:00:00,5m,75.0,4,-0.48,-1.90,
XMR,bbrsi,2019-06-29 13:00:00,5m,75.0,4,0.07,0.29,
XMR,bbrsi,2019-06-30 13:00:00,5m,40.0,5,-1.12,-5.62,
XMR,bbrsi,2019-07-01 13:00:00,5m,25.0,4,-1.66,-6.65,
XMR,bbrsi,2019-07-02 13:00:00,5m,80.0,5,0.70,3.50,
XMR,bbrsi,2019-07-03 13:00:00,5m,33.3,3,-1.43,-4.29,
XMR,bbrsi,2019-07-04 13:00:00,5m,66.7,3,-1.00,-2.99,
XMR,bbrsi,2019-07-05 13:00:00,5m,,4,0.46,1.86,
XMR,bbrsi,2019-07-06 13:00:00,5m,50.0,2,0.39,0.78,
XMR,bbrsi,2019-07-07 13:00:00,5m,,2,0.83,1.67,
XMR,bbrsi,2019-07-08 13:00:00,5m,,1,-2.01,-2.01,
XMR,bbrsi,2019-07-09 13:00:00,5m,75.0,4,-0.48,-1.91,
XMR,bbrsi,2019-07-10 13:00:00,5m,57.1,7,-0.94,-6.59,
XMR,bbrsi,2019-07-11 13:00:00,5m,,2,-3.69,-7.39,
XMR,bbrsi,2019-07-12 13:00:00,5m,33.3,3,-1.93,-5.78,
XMR,bbrsi,2019-07-13 13:00:00,5m,33.3,3,-2.32,-6.95,
XMR,bbrsi,2019-07-14 13:00:00,5m,50.0,6,-0.96,-5.75,
XMR,bbrsi,2019-07-15 13:00:00,5m,50.0,2,0.03,0.07,
XMR,bbrsi,2019-07-16 13:00:00,5m,50.0,4,-0.58,-2.33,
XMR,bbrsi,2019-07-17 13:00:00,5m,66.7,3,-0.18,-0.53,
XMR,bbrsi,2019-07-18 13:00:00,5m,33.3,3,-0.90,-2.69,
XMR,bbrsi,2019-07-19 13:00:00,5m,,3,0.56,1.67,
XMR,bbrsi,2019-07-20 13:00:00,5m,,2,0.25,0.51,
XMR,bbrsi,2019-07-21 13:00:00,5m,50.0,4,-0.90,-3.61,
XMR,bbrsi,2019-07-22 13:00:00,5m,50.0,2,-0.75,-1.51,
XMR,bbrsi,2019-07-23 13:00:00,5m,75.0,4,-0.37,-1.47,
XMR,bbrsi,2019-07-24 13:00:00,5m,75.0,4,0.62,2.46,
XMR,bbrsi,2019-07-25 13:00:00,5m,50.0,2,-1.79,-3.59,
XMR,bbrsi,2019-07-26 13:00:00,5m,,2,0.21,0.41,
XMR,bbrsi,2019-07-27 13:00:00,5m,66.7,3,-0.16,-0.47,
XMR,bbrsi,2019-07-28 13:00:00,5m,66.7,3,-0.06,-0.19,
XMR,bbrsi,2019-07-29 13:00:00,5m,,2,0.02,0.03,
XMR,bbrsi,2019-07-30 13:00:00,5m,,1,0.00,0.00,
XMR,bbrsi,2019-07-31 13:00:00,5m,,1,-0.91,-0.91,
XMR,bbrsi,2019-08-01 13:00:00,5m,,2,0.41,0.83,
XMR,bbrsi,2019-08-02 13:00:00,5m,,2,0.23,0.46,
XMR,bbrsi,2019-08-03 13:00:00,5m,,2,0.40,0.79,
XMR,bbrsi,2019-08-04 13:00:00,5m,,3,0.24,0.73,
XMR,bbrsi,2019-08-05 13:00:00,5m,,3,0.55,1.65,
XMR,bbrsi,2019-08-06 13:00:00,5m,66.7,3,-0.92,-2.75,
XMR,bbrsi,2019-08-07 13:00:00,5m,,1,-1.85,-1.85,
XMR,bbrsi,2019-08-08 13:00:00,5m,66.7,3,0.02,0.06,
XMR,bbrsi,2019-08-09 13:00:00,5m,,4,0.59,2.37,
XMR,bbrsi,2019-08-10 13:00:00,5m,66.7,3,0.12,0.36,
XMR,bbrsi,2019-08-11 13:00:00,5m,66.7,3,-0.16,-0.48,
XMR,bbrsi,2019-08-12 13:00:00,5m,66.7,3,-0.38,-1.14,
XMR,bbrsi,2019-08-13 13:00:00,5m,33.3,3,-1.16,-3.48,
XMR,bbrsi,2019-08-14 13:00:00,5m,,3,0.58,1.73,
XMR,bbrsi,2019-08-15 21:00:00,5m,,1,-3.69,-3.69,
XMR,bbrsi,2019-08-16 21:00:00,5m,66.7,3,0.37,1.11,
XMR,bbrsi,2019-08-17 21:00:00,5m,,3,0.27,0.81,
XMR,bbrsi,2019-08-18 21:00:00,5m,,2,0.51,1.01,
XMR,bbrsi,2019-08-19 21:00:00,5m,,1,-0.99,-0.99,
XMR,bbrsi,2019-08-20 21:00:00,5m,75.0,4,-0.54,-2.14,
XMR,bbrsi,2019-08-21 21:00:00,5m,,3,0.34,1.01,
XMR,bbrsi,2019-08-22 21:00:00,5m,,5,0.48,2.40,
XMR,bbrsi,2019-08-23 21:00:00,5m,,1,-3.69,-3.69,
XMR,bbrsi,2019-08-24 21:00:00,5m,66.7,3,0.17,0.50,
XMR,bbrsi,2019-08-25 21:00:00,5m,,3,0.17,0.52,
XMR,bbrsi,2019-08-26 21:00:00,5m,,1,-1.39,-1.39,
XMR,bbrsi,2019-08-27 21:00:00,5m,75.0,4,-0.66,-2.63,
XMR,bbrsi,2019-08-28 21:00:00,5m,33.3,3,-1.42,-4.27,
XMR,bbrsi,2019-08-29 21:00:00,5m,50.0,2,-0.21,-0.42,
XMR,bbrsi,2019-08-30 21:00:00,5m,,1,0.13,0.13,
XMR,bbrsi,2019-08-31 21:00:00,5m,,2,0.54,1.07,
XMR,bbrsi,2019-09-01 21:00:00,5m,,1,0.07,0.07,
XMR,bbrsi,2019-09-02 21:00:00,5m,,2,0.51,1.02,
XMR,bbrsi,2019-09-03 21:00:00,5m,50.0,2,-1.77,-3.53,
XMR,bbrsi,2019-09-04 21:00:00,5m,66.7,3,0.08,0.24,
XMR,bbrsi,2019-09-05 21:00:00,5m,,1,0.58,0.58,
XMR,bbrsi,2019-09-06 21:00:00,5m,,1,0.05,0.05,
XMR,bbrsi,2019-09-07 21:00:00,5m,,1,-1.69,-1.69,
XMR,bbrsi,2019-09-08 21:00:00,5m,66.7,3,-0.88,-2.65,
XMR,bbrsi,2019-09-09 21:00:00,5m,75.0,4,-0.39,-1.56,
XMR,bbrsi,2019-09-10 21:00:00,5m,50.0,2,-1.64,-3.29,
XMR,bbrsi,2019-09-11 21:00:00,5m,,2,0.32,0.64,
XMR,bbrsi,2019-09-12 21:00:00,5m,,1,-2.17,-2.17,
XMR,bbrsi,2019-09-13 21:00:00,5m,,3,1.01,3.04,
XMR,bbrsi,2019-09-14 21:00:00,5m,,3,0.31,0.92,
XMR,bbrsi,2019-09-15 21:00:00,5m,50.0,2,-1.67,-3.34,
XMR,bbrsi,2019-09-16 21:00:00,5m,50.0,2,-0.19,-0.37,
XMR,bbrsi,2019-09-17 21:00:00,5m,75.0,4,0.14,0.56,
XMR,bbrsi,2019-09-18 21:00:00,5m,,2,1.86,3.72,
XMR,bbrsi,2019-09-19 21:00:00,5m,66.7,3,-1.22,-3.67,
XMR,bbrsi,2019-09-20 21:00:00,5m,,3,0.54,1.63,
XMR,bbrsi,2019-09-21 21:00:00,5m,50.0,2,-0.22,-0.43,
XMR,bbrsi,2019-09-22 21:00:00,5m,,1,-2.48,-2.48,
XMR,bbrsi,2019-09-23 21:00:00,5m,,2,-3.69,-7.39,
XMR,bbrsi,2019-09-24 21:00:00,5m,,2,1.57,3.15,
XMR,bbrsi,2019-09-25 21:00:00,5m,,1,0.59,0.59,
XMR,bbrsi,2019-09-26 21:00:00,5m,,3,2.59,7.77,
XMR,bbrsi,2019-09-27 21:00:00,5m,50.0,2,-0.06,-0.12,
XMR,bbrsi,2019-09-28 21:00:00,5m,33.3,3,-0.79,-2.38,
XMR,bbrsi,2019-09-29 21:00:00,5m,80.0,5,0.24,1.19,
XMR,bbrsi,2019-09-30 21:00:00,5m,,2,0.52,1.04,
XMR,bbrsi,2019-10-01 21:00:00,5m,,3,0.71,2.12,
XMR,bbrsi,2019-10-02 21:00:00,5m,66.7,3,-0.38,-1.13,
XMR,bbrsi,2019-10-03 21:00:00,5m,,1,0.49,0.49,
XMR,bbrsi,2019-10-04 21:00:00,5m,50.0,2,-0.76,-1.52,
XMR,bbrsi,2019-10-05 21:00:00,5m,66.7,3,-0.79,-2.37,
XMR,bbrsi,2019-10-06 21:00:00,5m,,4,0.43,1.72,
XMR,bbrsi,2019-10-07 21:00:00,5m,,1,-1.79,-1.79,
XMR,bbrsi,2019-10-08 21:00:00,5m,,3,0.27,0.80,
XMR,bbrsi,2019-10-09 21:00:00,5m,60.0,5,-0.64,-3.19,
XMR,bbrsi,2019-10-10 21:00:00,5m,75.0,4,0.17,0.70,
XMR,bbrsi,2019-10-11 21:00:00,5m,50.0,2,-0.89,-1.78,
XMR,bbrsi,2019-10-12 21:00:00,5m,,2,0.14,0.27,
XMR,bbrsi,2019-10-13 21:00:00,5m,50.0,2,0.02,0.04,
XMR,bbrsi,2019-10-14 21:00:00,5m,,3,0.31,0.93,
XMR,bbrsi,2019-10-15 21:00:00,5m,75.0,4,-0.59,-2.36,
XMR,bbrsi,2019-10-16 21:00:00,5m,,0,0.00,0.00,
XMR,bbrsi,2019-10-17 21:00:00,5m,50.0,2,-0.09,-0.19,
XMR,bbrsi,2019-10-18 21:00:00,5m,33.3,3,-1.08,-3.25,
XMR,bbrsi,2019-10-19 21:00:00,5m,,2,0.60,1.20,
XMR,bbrsi,2019-10-20 21:00:00,5m,,2,0.10,0.20,
XMR,bbrsi,2019-10-21 21:00:00,5m,60.0,5,-0.57,-2.84,
XMR,bbrsi,2019-10-22 21:00:00,5m,,3,-2.91,-8.73,
XMR,bbrsi,2019-10-23 21:00:00,5m,,3,0.33,1.00,
XMR,bbrsi,2019-10-24 21:00:00,5m,,1,0.17,0.17,
XMR,bbrsi,2019-10-25 21:00:00,5m,60.0,5,-0.45,-2.26,
XMR,bbrsi,2019-10-26 21:00:00,5m,,2,0.26,0.51,
XMR,bbrsi,2019-10-27 20:00:00,5m,,2,0.85,1.70,
XMR,bbrsi,2019-10-28 20:00:00,5m,,1,-0.92,-0.92,
XMR,bbrsi,2019-10-29 20:00:00,5m,,4,0.42,1.69,
XMR,bbrsi,2019-10-30 20:00:00,5m,,3,0.63,1.89,
XMR,bbrsi,2019-10-31 20:00:00,5m,,4,0.37,1.46,
XMR,bbrsi,2019-11-01 20:00:00,5m,,1,0.01,0.01,
XMR,bbrsi,2019-11-02 20:00:00,5m,,2,0.10,0.20,
XMR,bbrsi,2019-11-03 20:00:00,5m,50.0,2,-0.04,-0.09,
XMR,bbrsi,2019-11-04 20:00:00,5m,,2,0.12,0.24,
XMR,bbrsi,2019-11-05 20:00:00,5m,,2,0.15,0.31,
XMR,bbrsi,2019-11-06 20:00:00,5m,,1,0.03,0.03,
XMR,bbrsi,2019-11-07 20:00:00,5m,50.0,2,-1.65,-3.31,
XMR,bbrsi,2019-11-08 20:00:00,5m,,4,0.10,0.39,
XMR,bbrsi,2019-11-09 20:00:00,5m,,2,0.79,1.58,
XMR,bbrsi,2019-11-10 20:00:00,5m,50.0,2,-1.83,-3.65,
XMR,bbrsi,2019-11-11 20:00:00,5m,,2,0.34,0.68,
XMR,bbrsi,2019-11-12 20:00:00,5m,,3,0.99,2.96,
XMR,bbrsi,2019-11-13 22:20:00,5m,,4,0.41,1.64,
XMR,bbrsi,2019-11-14 22:20:00,5m,50.0,2,-0.40,-0.80,
XMR,bbrsi,2019-11-15 22:20:00,5m,66.7,3,-0.40,-1.21,
XMR,bbrsi,2019-11-16 22:20:00,5m,83.3,6,0.36,2.18,
XMR,bbrsi,2019-11-17 22:20:00,5m,66.7,3,-1.01,-3.03,
XMR,bbrsi,2019-11-18 22:20:00,5m,,2,0.45,0.90,
XMR,bbrsi,2019-11-19 22:20:00,5m,,3,0.12,0.37,
XMR,bbrsi,2019-11-20 22:20:00,5m,33.3,3,-1.31,-3.92,
XMR,bbrsi,2019-11-21 22:20:00,5m,25.0,4,-1.83,-7.33,
XMR,bbrsi,2019-11-22 22:20:00,5m,,4,0.62,2.48,
XMR,bbrsi,2019-11-23 22:20:00,5m,,3,-2.47,-7.40,
XMR,bbrsi,2019-11-24 22:20:00,5m,75.0,4,-0.28,-1.12,
XMR,bbrsi,2019-11-26 00:20:00,5m,,2,0.16,0.32,
XMR,bbrsi,2019-11-27 00:20:00,5m,,2,0.50,0.99,
XMR,bbrsi,2019-11-28 00:20:00,5m,,3,0.85,2.54,
XMR,bbrsi,2019-11-29 00:20:00,5m,,2,1.27,2.54,
XMR,bbrsi,2019-11-30 00:20:00,5m,,4,0.26,1.05,
XMR,bbrsi,2019-12-01 00:20:00,5m,,1,0.41,0.41,
XMR,bbrsi,2019-12-02 00:20:00,5m,,3,0.54,1.61,
XMR,bbrsi,2019-12-03 00:20:00,5m,50.0,2,-0.64,-1.27,
XMR,bbrsi,2019-12-04 00:20:00,5m,,1,-0.18,-0.18,
XMR,bbrsi,2019-12-05 00:20:00,5m,66.7,3,0.19,0.58,
XMR,bbrsi,2019-12-06 00:20:00,5m,,4,0.86,3.45,
XMR,bbrsi,2019-12-07 00:20:00,5m,,4,0.18,0.74,
XMR,bbrsi,2019-12-08 00:20:00,5m,50.0,2,-0.33,-0.66,
XMR,bbrsi,2019-12-09 00:20:00,5m,80.0,5,0.29,1.45,
XMR,bbrsi,2019-12-10 00:20:00,5m,,1,-0.11,-0.11,
XMR,bbrsi,2019-12-11 00:20:00,5m,50.0,2,-0.12,-0.25,
XMR,bbrsi,2019-12-12 00:20:00,5m,,3,0.53,1.58,
XMR,bbrsi,2019-12-13 00:20:00,5m,75.0,4,0.17,0.69,
XMR,bbrsi,2019-12-14 00:20:00,5m,50.0,2,-0.90,-1.81,
XMR,bbrsi,2019-12-15 00:20:00,5m,50.0,2,-0.56,-1.12,
XMR,bbrsi,2019-12-16 00:20:00,5m,,4,0.22,0.88,
XMR,bbrsi,2019-12-17 00:20:00,5m,33.3,3,-1.70,-5.10,
XMR,bbrsi,2019-12-18 00:20:00,5m,66.7,3,-1.04,-3.11,
XMR,bbrsi,2019-12-19 00:20:00,5m,80.0,5,0.42,2.12,
XMR,bbrsi,2019-12-20 00:20:00,5m,,3,0.26,0.77,
XMR,bbrsi,2019-12-21 00:20:00,5m,50.0,2,-1.30,-2.60,
XMR,bbrsi,2019-12-22 00:20:00,5m,,2,0.37,0.74,
XMR,bbrsi,2019-12-23 00:20:00,5m,50.0,2,-1.31,-2.62,
XMR,bbrsi,2019-12-24 00:20:00,5m,50.0,2,-1.50,-2.99,
XMR,bbrsi,2019-12-25 00:20:00,5m,,1,0.02,0.02,
