coin,Brain,human_readable_time,timeframe,win_rate_percentage_per_day,number_of_trades_per_day,average_percentage_per_trade,cumulative_percentage_per_day,win_rate_percentage_per_year_or_two_or_three
XMR,bbrsi,2021-06-26 08:00:00,5m,50.0,2,-1.35,-2.69,
XMR,bbrsi,2021-06-27 08:00:00,5m,,4,0.83,3.33,
XMR,bbrsi,2021-06-28 08:00:00,5m,,0,0.00,0.00,
XMR,bbrsi,2021-06-29 08:00:00,5m,,4,1.04,4.16,
XMR,bbrsi,2021-06-30 08:00:00,5m,66.7,3,-0.48,-1.43,
XMR,bbrsi,2021-07-01 08:00:00,5m,,2,0.64,1.28,
XMR,bbrsi,2021-07-02 08:00:00,5m,,3,0.69,2.08,
XMR,bbrsi,2021-07-03 08:00:00,5m,,3,0.37,1.10,
XMR,bbrsi,2021-07-04 08:00:00,5m,50.0,4,-0.74,-2.97,
XMR,bbrsi,2021-07-05 08:00:00,5m,,2,0.79,1.59,
XMR,bbrsi,2021-07-06 08:00:00,5m,,1,0.63,0.63,
XMR,bbrsi,2021-07-07 08:00:00,5m,50.0,4,-1.20,-4.81,
XMR,bbrsi,2021-07-08 08:00:00,5m,,3,0.48,1.43,
XMR,bbrsi,2021-07-09 08:00:00,5m,,2,0.62,1.24,
XMR,bbrsi,2021-07-10 08:00:00,5m,80.0,5,0.28,1.39,
XMR,bbrsi,2021-07-11 08:00:00,5m,,2,0.22,0.44,
XMR,bbrsi,2021-07-12 08:00:00,5m,50.0,2,-1.43,-2.87,
XMR,bbrsi,2021-07-13 08:00:00,5m,,1,-3.69,-3.69,
XMR,bbrsi,2021-07-14 08:00:00,5m,75.0,4,0.12,0.50,
XMR,bbrsi,2021-07-15 08:00:00,5m,,1,0.18,0.18,
XMR,bbrsi,2021-07-16 08:00:00,5m,,3,0.28,0.84,
XMR,bbrsi,2021-07-17 08:00:00,5m,,3,0.25,0.74,
XMR,bbrsi,2021-07-18 08:00:00,5m,50.0,2,-1.54,-3.08,
XMR,bbrsi,2021-07-19 08:00:00,5m,66.7,3,-1.04,-3.12,
XMR,bbrsi,2021-07-20 08:00:00,5m,50.0,2,-1.36,-2.71,
XMR,bbrsi,2021-07-21 08:00:00,5m,,2,0.15,0.30,
XMR,bbrsi,2021-07-22 08:00:00,5m,,3,0.37,1.11,
XMR,bbrsi,2021-07-23 08:00:00,5m,,3,0.33,0.99,
XMR,bbrsi,2021-07-24 08:00:00,5m,,4,0.48,1.91,
XMR,bbrsi,2021-07-25 08:00:00,5m,,5,0.46,2.31,
XMR,bbrsi,2021-07-26 08:00:00,5m,,5,1.15,5.77,
XMR,bbrsi,2021-07-27 08:00:00,5m,,3,0.88,2.63,
XMR,bbrsi,2021-07-28 08:00:00,5m,,0,0.00,0.00,
XMR,bbrsi,2021-07-29 08:00:00,5m,,2,0.61,1.23,
XMR,bbrsi,2021-07-30 08:00:00,5m,66.7,3,-0.20,-0.59,
XMR,bbrsi,2021-07-31 08:00:00,5m,,3,0.32,0.96,
XMR,bbrsi,2021-08-01 08:00:00,5m,,4,1.13,4.51,
XMR,bbrsi,2021-08-02 08:00:00,5m,,2,0.13,0.26,
XMR,bbrsi,2021-08-03 08:00:00,5m,,4,0.51,2.04,
XMR,bbrsi,2021-08-04 08:00:00,5m,75.0,4,0.26,1.04,
XMR,bbrsi,2021-08-05 08:00:00,5m,,2,1.39,2.78,
XMR,bbrsi,2021-08-06 08:00:00,5m,,3,0.78,2.34,
XMR,bbrsi,2021-08-07 08:00:00,5m,,4,1.10,4.39,
XMR,bbrsi,2021-08-08 08:00:00,5m,50.0,2,-1.32,-2.65,
XMR,bbrsi,2021-08-09 08:00:00,5m,80.0,5,0.26,1.32,
XMR,bbrsi,2021-08-10 08:00:00,5m,,3,0.70,2.11,
XMR,bbrsi,2021-08-11 08:00:00,5m,66.7,6,-0.34,-2.05,
XMR,bbrsi,2021-08-12 08:00:00,5m,66.7,3,-0.69,-2.06,
XMR,bbrsi,2021-08-13 12:30:00,5m,,2,0.76,1.51,
XMR,bbrsi,2021-08-14 12:30:00,5m,,4,0.42,1.68,
XMR,bbrsi,2021-08-15 12:30:00,5m,,1,0.18,0.18,
XMR,bbrsi,2021-08-16 12:30:00,5m,66.7,3,-0.40,-1.19,
XMR,bbrsi,2021-08-17 12:30:00,5m,40.0,5,-1.63,-8.13,
XMR,bbrsi,2021-08-18 12:30:00,5m,,3,0.67,2.00,
XMR,bbrsi,2021-08-19 12:30:00,5m,,3,0.42,1.26,
XMR,bbrsi,2021-08-20 12:30:00,5m,66.7,3,0.44,1.32,
XMR,bbrsi,2021-08-21 12:30:00,5m,75.0,4,0.29,1.16,
XMR,bbrsi,2021-08-22 12:30:00,5m,,3,0.91,2.72,
XMR,bbrsi,2021-08-23 12:30:00,5m,75.0,4,-0.48,-1.93,
XMR,bbrsi,2021-08-24 12:30:00,5m,,4,1.00,4.02,
XMR,bbrsi,2021-08-25 12:30:00,5m,66.7,3,-0.18,-0.53,
XMR,bbrsi,2021-08-26 12:30:00,5m,,4,0.41,1.63,
XMR,bbrsi,2021-08-27 12:30:00,5m,66.7,3,-0.47,-1.40,
XMR,bbrsi,2021-08-28 12:30:00,5m,,2,0.46,0.91,
XMR,bbrsi,2021-08-29 12:30:00,5m,,4,0.55,2.20,
XMR,bbrsi,2021-08-30 12:30:00,5m,50.0,2,-0.23,-0.47,
XMR,bbrsi,2021-08-31 12:30:00,5m,,2,0.50,1.00,
XMR,bbrsi,2021-09-01 12:30:00,5m,,2,0.82,1.64,
XMR,bbrsi,2021-09-02 12:30:00,5m,,3,0.13,0.39,
XMR,bbrsi,2021-09-03 12:30:00,5m,,4,0.27,1.09,
XMR,bbrsi,2021-09-04 12:30:00,5m,,1,-0.40,-0.40,
XMR,bbrsi,2021-09-05 12:30:00,5m,,4,0.52,2.10,
XMR,bbrsi,2021-09-06 12:30:00,5m,33.3,6,-1.74,-10.44,
XMR,bbrsi,2021-09-07 12:30:00,5m,57.1,7,-0.47,-3.26,
XMR,bbrsi,2021-09-08 12:30:00,5m,80.0,5,0.74,3.70,
XMR,bbrsi,2021-09-09 12:30:00,5m,,3,1.23,3.68,
XMR,bbrsi,2021-09-10 12:30:00,5m,50.0,4,-1.41,-5.65,
XMR,bbrsi,2021-09-11 12:30:00,5m,,2,0.45,0.90,
XMR,bbrsi,2021-09-12 12:30:00,5m,66.7,3,-0.90,-2.69,
XMR,bbrsi,2021-09-13 12:30:00,5m,,1,0.06,0.06,
XMR,bbrsi,2021-09-14 12:30:00,5m,75.0,4,0.44,1.78,
XMR,bbrsi,2021-09-15 12:30:00,5m,66.7,3,0.72,2.17,
XMR,bbrsi,2021-09-16 12:30:00,5m,,4,0.56,2.23,
XMR,bbrsi,2021-09-17 12:30:00,5m,,3,0.40,1.19,
XMR,bbrsi,2021-09-18 12:30:00,5m,,4,0.66,2.62,
XMR,bbrsi,2021-09-19 12:30:00,5m,66.7,3,-0.80,-2.41,
XMR,bbrsi,2021-09-20 12:30:00,5m,66.7,3,-0.84,-2.51,
XMR,bbrsi,2021-09-21 12:30:00,5m,75.0,4,-0.47,-1.89,
XMR,bbrsi,2021-09-22 12:30:00,5m,,1,0.81,0.81,
XMR,bbrsi,2021-09-23 12:30:00,5m,,3,0.19,0.57,
XMR,bbrsi,2021-09-24 12:30:00,5m,,3,1.03,3.10,
XMR,bbrsi,2021-09-25 12:30:00,5m,,2,0.37,0.74,
XMR,bbrsi,2021-09-26 12:30:00,5m,,3,0.86,2.59,
XMR,bbrsi,2021-09-27 12:30:00,5m,75.0,4,-0.28,-1.12,
XMR,bbrsi,2021-09-28 12:30:00,5m,,2,0.27,0.55,
XMR,bbrsi,2021-09-29 14:30:00,5m,,2,0.38,0.77,
XMR,bbrsi,2021-09-30 14:30:00,5m,,4,1.00,3.99,
XMR,bbrsi,2021-10-01 14:30:00,5m,,4,0.35,1.38,
XMR,bbrsi,2021-10-02 14:30:00,5m,50.0,2,-0.06,-0.13,
XMR,bbrsi,2021-10-03 14:30:00,5m,,1,-1.86,-1.86,
XMR,bbrsi,2021-10-04 14:30:00,5m,,2,0.36,0.72,
XMR,bbrsi,2021-10-05 14:30:00,5m,,3,0.52,1.56,
XMR,bbrsi,2021-10-06 14:30:00,5m,66.7,3,-0.32,-0.96,
XMR,bbrsi,2021-10-07 14:30:00,5m,66.7,3,0.11,0.34,
XMR,bbrsi,2021-10-08 14:30:00,5m,,4,0.48,1.91,
XMR,bbrsi,2021-10-09 14:30:00,5m,,1,0.01,0.01,
XMR,bbrsi,2021-10-10 14:30:00,5m,,3,0.22,0.67,
XMR,bbrsi,2021-10-11 14:30:00,5m,,3,0.15,0.46,
XMR,bbrsi,2021-10-12 14:30:00,5m,50.0,2,0.12,0.25,
XMR,bbrsi,2021-10-13 14:30:00,5m,,3,0.45,1.35,
XMR,bbrsi,2021-10-14 14:30:00,5m,,2,0.15,0.31,
XMR,bbrsi,2021-10-15 14:30:00,5m,50.0,2,-0.38,-0.76,
XMR,bbrsi,2021-10-16 14:30:00,5m,,1,-3.69,-3.69,
XMR,bbrsi,2021-10-17 14:30:00,5m,50.0,2,-0.94,-1.88,
XMR,bbrsi,2021-10-18 14:30:00,5m,75.0,4,0.31,1.24,
XMR,bbrsi,2021-10-19 14:30:00,5m,,5,0.17,0.85,
XMR,bbrsi,2021-10-20 14:30:00,5m,75.0,4,-0.32,-1.27,
XMR,bbrsi,2021-10-21 14:30:00,5m,,1,0.13,0.13,
XMR,bbrsi,2021-10-22 14:30:00,5m,66.7,3,0.41,1.23,
XMR,bbrsi,2021-10-23 14:30:00,5m,,2,0.21,0.43,
XMR,bbrsi,2021-10-24 14:30:00,5m,,0,0.00,0.00,
XMR,bbrsi,2021-10-25 14:30:00,5m,,1,-1.20,-1.20,
XMR,bbrsi,2021-10-26 14:30:00,5m,,2,1.53,3.07,
XMR,bbrsi,2021-10-27 14:30:00,5m,50.0,4,-0.51,-2.06,
XMR,bbrsi,2021-10-28 14:30:00,5m,,3,0.40,1.19,
XMR,bbrsi,2021-10-29 14:30:00,5m,,3,0.17,0.52,
XMR,bbrsi,2021-10-30 14:30:00,5m,,2,0.27,0.55,
XMR,bbrsi,2021-10-31 13:30:00,5m,,3,0.62,1.87,
XMR,bbrsi,2021-11-01 13:30:00,5m,,3,0.17,0.51,
XMR,bbrsi,2021-11-02 13:30:00,5m,,1,-1.98,-1.98,
XMR,bbrsi,2021-11-03 13:30:00,5m,,4,0.15,0.60,
XMR,bbrsi,2021-11-04 13:30:00,5m,,2,0.18,0.37,
XMR,bbrsi,2021-11-05 13:30:00,5m,,2,0.23,0.45,
XMR,bbrsi,2021-11-06 13:30:00,5m,,2,0.38,0.76,
XMR,bbrsi,2021-11-07 13:30:00,5m,,3,0.21,0.64,
XMR,bbrsi,2021-11-08 13:30:00,5m,,2,0.06,0.11,
XMR,bbrsi,2021-11-09 13:30:00,5m,50.0,2,-0.04,-0.09,
XMR,bbrsi,2021-11-10 13:30:00,5m,50.0,4,-1.65,-6.58,
XMR,bbrsi,2021-11-11 13:30:00,5m,75.0,4,-0.63,-2.53,
XMR,bbrsi,2021-11-12 13:30:00,5m,75.0,4,0.32,1.28,
XMR,bbrsi,2021-11-13 13:30:00,5m,,1,-1.96,-1.96,
XMR,bbrsi,2021-11-14 13:30:00,5m,,4,0.32,1.29,
XMR,bbrsi,2021-11-15 13:30:00,5m,60.0,5,-1.03,-5.16,
XMR,bbrsi,2021-11-16 13:30:00,5m,75.0,4,-0.32,-1.27,
XMR,bbrsi,2021-11-17 13:30:00,5m,,4,0.72,2.89,
XMR,bbrsi,2021-11-18 13:30:00,5m,75.0,4,-0.69,-2.77,
XMR,bbrsi,2021-11-19 13:30:00,5m,66.7,3,0.11,0.33,
XMR,bbrsi,2021-11-20 13:30:00,5m,80.0,5,-0.38,-1.92,
XMR,bbrsi,2021-11-21 13:30:00,5m,,1,-1.90,-1.90,
XMR,bbrsi,2021-11-22 13:30:00,5m,,1,-2.72,-2.72,
XMR,bbrsi,2021-11-23 13:30:00,5m,,2,1.01,2.01,
XMR,bbrsi,2021-11-24 13:30:00,5m,,2,0.60,1.19,
XMR,bbrsi,2021-11-25 13:30:00,5m,66.7,3,-1.06,-3.17,
XMR,bbrsi,2021-11-26 13:30:00,5m,,3,0.70,2.11,
XMR,bbrsi,2021-11-27 13:30:00,5m,,2,0.13,0.26,
XMR,bbrsi,2021-11-28 13:30:00,5m,75.0,4,0.04,0.14,
XMR,bbrsi,2021-11-29 13:30:00,5m,,3,0.21,0.63,
XMR,bbrsi,2021-11-30 13:30:00,5m,50.0,2,-1.22,-2.45,
XMR,bbrsi,2021-12-01 13:30:00,5m,75.0,4,0.11,0.43,
XMR,bbrsi,2021-12-02 13:30:00,5m,,0,0.00,0.00,
XMR,bbrsi,2021-12-03 13:30:00,5m,40.0,5,-1.99,-9.94,
XMR,bbrsi,2021-12-04 13:30:00,5m,,4,0.41,1.64,
XMR,bbrsi,2021-12-05 13:30:00,5m,80.0,5,0.46,2.31,
XMR,bbrsi,2021-12-06 13:30:00,5m,,3,0.45,1.34,
XMR,bbrsi,2021-12-07 13:30:00,5m,80.0,5,0.19,0.97,
XMR,bbrsi,2021-12-08 13:30:00,5m,66.7,3,-0.45,-1.34,
XMR,bbrsi,2021-12-09 13:30:00,5m,66.7,3,-0.78,-2.35,
XMR,bbrsi,2021-12-10 13:30:00,5m,75.0,4,-0.29,-1.14,
XMR,bbrsi,2021-12-11 13:30:00,5m,,3,0.35,1.04,
XMR,bbrsi,2021-12-12 13:30:00,5m,,2,0.31,0.62,
XMR,bbrsi,2021-12-13 13:30:00,5m,,3,1.09,3.27,
XMR,bbrsi,2021-12-14 13:30:00,5m,,2,0.18,0.35,
XMR,bbrsi,2021-12-15 13:30:00,5m,,3,0.24,0.73,
XMR,bbrsi,2021-12-16 13:30:00,5m,,2,-3.09,-6.19,
XMR,bbrsi,2021-12-17 13:30:00,5m,,2,1.49,2.99,
XMR,bbrsi,2021-12-18 13:30:00,5m,,1,-1.07,-1.07,
XMR,bbrsi,2021-12-19 13:30:00,5m,,2,0.57,1.14,
XMR,bbrsi,2021-12-20 13:30:00,5m,66.7,3,0.05,0.15,
XMR,bbrsi,2021-12-21 13:30:00,5m,,3,0.38,1.14,
XMR,bbrsi,2021-12-22 13:30:00,5m,,3,0.38,1.13,
XMR,bbrsi,2021-12-23 13:30:00,5m,50.0,2,-0.39,-0.78,
XMR,bbrsi,2021-12-24 13:30:00,5m,,2,0.44,0.89,
XMR,bbrsi,2021-12-25 13:30:00,5m,,3,0.18,0.54,
XMR,bbrsi,2021-12-26 13:30:00,5m,,1,0.66,0.66,
XMR,bbrsi,2021-12-27 13:30:00,5m,,2,0.45,0.90,
XMR,bbrsi,2021-12-28 13:30:00,5m,33.3,3,-2.05,-6.14,
XMR,bbrsi,2021-12-29 13:30:00,5m,,2,1.00,2.00,
XMR,bbrsi,2021-12-30 13:30:00,5m,,2,0.67,1.33,
XMR,bbrsi,2021-12-31 13:30:00,5m,,1,0.23,0.23,
XMR,bbrsi,2022-01-01 13:30:00,5m,,3,0.49,1.47,
XMR,bbrsi,2022-01-02 13:30:00,5m,66.7,3,-1.22,-3.67,
XMR,bbrsi,2022-01-03 13:30:00,5m,66.7,3,-1.13,-3.39,
XMR,bbrsi,2022-01-04 13:30:00,5m,66.7,3,-0.02,-0.06,
XMR,bbrsi,2022-01-05 13:30:00,5m,40.0,5,-1.88,-9.41,
XMR,bbrsi,2022-01-06 13:30:00,5m,,4,0.62,2.49,
XMR,bbrsi,2022-01-07 13:30:00,5m,50.0,4,-0.59,-2.37,
XMR,bbrsi,2022-01-08 13:30:00,5m,75.0,4,-0.26,-1.03,
XMR,bbrsi,2022-01-09 13:30:00,5m,66.7,3,-0.44,-1.32,
XMR,bbrsi,2022-01-10 13:30:00,5m,,2,0.59,1.18,
XMR,bbrsi,2022-01-11 13:30:00,5m,,2,0.28,0.57,
XMR,bbrsi,2022-01-12 13:30:00,5m,50.0,2,0.10,0.20,
XMR,bbrsi,2022-01-13 13:30:00,5m,,4,1.22,4.88,
XMR,bbrsi,2022-01-14 13:30:00,5m,50.0,2,-0.65,-1.29,
XMR,bbrsi,2022-01-15 13:30:00,5m,,1,-2.28,-2.28,
XMR,bbrsi,2022-01-16 13:30:00,5m,,1,0.34,0.34,
XMR,bbrsi,2022-01-17 13:30:00,5m,66.7,6,-0.99,-5.96,
XMR,bbrsi,2022-01-18 13:30:00,5m,,3,0.48,1.43,
XMR,bbrsi,2022-01-19 13:30:00,5m,66.7,3,-1.06,-3.18,
XMR,bbrsi,2022-01-20 13:30:00,5m,25.0,4,-1.95,-7.81,
XMR,bbrsi,2022-01-21 13:30:00,5m,16.7,6,-2.44,-14.66,
XMR,bbrsi,2022-01-22 13:30:00,5m,50.0,4,-0.80,-3.19,
XMR,bbrsi,2022-01-23 13:30:00,5m,60.0,5,-1.29,-6.46,
XMR,bbrsi,2022-01-24 13:30:00,5m,66.7,3,-0.46,-1.37,
XMR,bbrsi,2022-01-25 13:30:00,5m,,1,1.33,1.33,
XMR,bbrsi,2022-01-26 13:30:00,5m,75.0,4,0.05,0.21,
XMR,bbrsi,2022-01-27 13:30:00,5m,50.0,2,-0.99,-1.97,
XMR,bbrsi,2022-01-28 13:30:00,5m,,1,0.26,0.26,
XMR,bbrsi,2022-01-29 13:30:00,5m,,3,0.37,1.10,
XMR,bbrsi,2022-01-30 13:30:00,5m,50.0,2,-0.34,-0.68,
XMR,bbrsi,2022-01-31 13:30:00,5m,,2,0.87,1.74,
XMR,bbrsi,2022-02-01 13:30:00,5m,,3,0.30,0.91,
XMR,bbrsi,2022-02-02 13:30:00,5m,33.3,3,-1.55,-4.64,
XMR,bbrsi,2022-02-03 13:30:00,5m,,2,0.77,1.55,
XMR,bbrsi,2022-02-04 13:30:00,5m,66.7,3,-0.21,-0.63,
XMR,bbrsi,2022-02-05 13:30:00,5m,,2,0.24,0.49,
XMR,bbrsi,2022-02-06 13:30:00,5m,,3,0.89,2.67,
XMR,bbrsi,2022-02-07 13:30:00,5m,66.7,3,-0.28,-0.85,
XMR,bbrsi,2022-02-08 13:30:00,5m,,5,0.77,3.85,
XMR,bbrsi,2022-02-09 13:30:00,5m,,4,0.55,2.20,
XMR,bbrsi,2022-02-10 13:30:00,5m,66.7,3,0.10,0.29,
XMR,bbrsi,2022-02-11 13:30:00,5m,75.0,4,-0.41,-1.65,
XMR,bbrsi,2022-02-12 13:30:00,5m,,3,0.52,1.56,
XMR,bbrsi,2022-02-13 13:30:00,5m,50.0,2,-0.63,-1.26,
XMR,bbrsi,2022-02-14 13:30:00,5m,66.7,3,0.29,0.88,
XMR,bbrsi,2022-02-15 13:30:00,5m,66.7,3,0.04,0.12,
XMR,bbrsi,2022-02-16 13:30:00,5m,,1,-2.46,-2.46,
XMR,bbrsi,2022-02-17 13:30:00,5m,,1,-1.22,-1.22,
XMR,bbrsi,2022-02-18 13:30:00,5m,50.0,2,-0.05,-0.09,
XMR,bbrsi,2022-02-19 13:30:00,5m,66.7,3,-1.00,-3.00,
XMR,bbrsi,2022-02-20 13:30:00,5m,33.3,3,-1.38,-4.15,
XMR,bbrsi,2022-02-21 13:30:00,5m,66.7,3,-0.32,-0.96,
XMR,bbrsi,2022-02-22 13:30:00,5m,,2,0.30,0.61,
XMR,bbrsi,2022-02-23 13:30:00,5m,40.0,5,-0.94,-4.72,
XMR,bbrsi,2022-02-24 13:30:00,5m,,2,0.21,0.41,
XMR,bbrsi,2022-02-25 13:30:00,5m,50.0,2,-0.06,-0.13,
XMR,bbrsi,2022-02-26 13:30:00,5m,75.0,4,-0.62,-2.50,
XMR,bbrsi,2022-02-27 13:30:00,5m,,4,0.81,3.25,
XMR,bbrsi,2022-02-28 13:30:00,5m,,1,0.26,0.26,
XMR,bbrsi,2022-03-01 13:30:00,5m,,3,0.31,0.92,
XMR,bbrsi,2022-03-02 13:30:00,5m,66.7,3,0.37,1.11,
XMR,bbrsi,2022-03-03 13:30:00,5m,66.7,3,-0.77,-2.32,
XMR,bbrsi,2022-03-04 13:30:00,5m,75.0,4,-0.76,-3.05,
XMR,bbrsi,2022-03-05 13:30:00,5m,75.0,4,-0.02,-0.08,
XMR,bbrsi,2022-03-06 13:30:00,5m,50.0,2,-1.60,-3.19,
XMR,bbrsi,2022-03-07 13:30:00,5m,,2,0.52,1.03,
XMR,bbrsi,2022-03-08 13:30:00,5m,66.7,3,1.14,3.41,
XMR,bbrsi,2022-03-09 13:30:00,5m,33.3,3,-1.56,-4.69,
XMR,bbrsi,2022-03-10 13:30:00,5m,,3,1.39,4.16,
XMR,bbrsi,2022-03-11 13:30:00,5m,,4,0.93,3.74,
XMR,bbrsi,2022-03-12 13:30:00,5m,50.0,2,-0.09,-0.18,
XMR,bbrsi,2022-03-13 13:30:00,5m,66.7,3,-1.02,-3.06,
XMR,bbrsi,2022-03-14 13:30:00,5m,66.7,3,-0.87,-2.60,
XMR,bbrsi,2022-03-15 13:30:00,5m,,3,0.67,2.01,
XMR,bbrsi,2022-03-16 13:30:00,5m,,4,0.66,2.66,
XMR,bbrsi,2022-03-17 13:30:00,5m,66.7,3,-0.01,-0.02,
XMR,bbrsi,2022-03-18 13:30:00,5m,,2,0.53,1.05,
XMR,bbrsi,2022-03-19 13:30:00,5m,,4,0.50,1.99,
XMR,bbrsi,2022-03-20 13:30:00,5m,,1,0.01,0.01,
XMR,bbrsi,2022-03-21 13:30:00,5m,66.7,3,0.06,0.18,
XMR,bbrsi,2022-03-22 13:30:00,5m,50.0,2,-0.49,-0.97,
XMR,bbrsi,2022-03-23 13:30:00,5m,,2,0.23,0.47,
XMR,bbrsi,2022-03-24 13:30:00,5m,,2,0.59,1.19,
XMR,bbrsi,2022-03-25 13:30:00,5m,,1,0.05,0.05,
XMR,bbrsi,2022-03-26 13:30:00,5m,,1,0.33,0.33,
XMR,bbrsi,2022-03-27 14:30:00,5m,,2,0.90,1.80,
XMR,bbrsi,2022-03-28 14:30:00,5m,,2,0.03,0.05,
XMR,bbrsi,2022-03-29 14:30:00,5m,,1,-1.90,-1.90,
